transaction_id,product_id,quantity,amount_price,sales_date
b831943f-048e-44e6-ab93-cfd7323f5330,60,3,9.49,2024-07-12
748bd5d2-3477-4b05-aa39-3ea7601ff7f5,8,2,40.34,2024-04-16
fb7fdb6f-d18a-4080-b5e5-de4e60a3eaca,14,14,18.08,2024-01-13
bf76772b-b688-4059-8352-9df348a43c58,84,19,61.72,2024-04-29
f83e08a2-1f60-4854-bdbd-a90d006b9083,2,19,19.39,2024-06-27
d8691543-b652-4c0b-93dc-dd39398ef35b,19,4,20.95,2024-04-07
6e8aed73-a71e-4b0c-82c3-cc0282e79337,46,5,21.08,2024-07-16
e25eca95-4b07-4e3a-80cc-dbd451c68e3b,59,8,36.26,2024-05-29
052569da-dec0-4495-8a8d-506305b08924,48,15,20.5,2024-03-09
32a02a8d-0ef2-4aff-a286-9b4cf5277394,68,2,89.93,2024-04-09
f1b651fa-1b36-4e8f-9816-90ba064b367e,71,15,62.1,2024-05-21
7ae26d30-4e69-4aaa-9979-0cbedbdc8e6e,53,19,30.94,2024-03-02
73c02be8-f1ab-41f8-8298-7c5d4e6b0874,13,17,23.05,2024-03-23
d44695f2-16d3-454d-8eaf-2d5470beb8b4,94,16,84.77,2024-02-22
e8ccdfd1-6e98-4b3f-9978-2f240fbfb33f,50,16,87.79,2024-01-02
c7e5aef1-0b7f-4e85-8d99-d1cc85fab5a6,60,17,9.65,2024-06-30
c74e5806-010c-4ec3-9946-0ba548772803,71,17,14.75,2024-03-30
40f764fb-ded2-4aa4-b711-f8ba315d7d54,77,15,95.65,2024-02-14
868e2ba1-d721-43e9-aea3-1c717ca23fb0,45,16,9.98,2024-05-21
9069ba02-3d00-48c8-84db-2e885d7f5484,29,16,81.75,2024-06-27
dc0e7456-ec4d-4fa2-8aac-3ce2e8058686,42,17,56.79,2024-06-04
1e9979ff-8356-4815-9072-d51890929168,2,17,96.94,2024-01-16
a5667800-a799-4c0a-ae9e-493d5d51f074,42,13,58.99,2024-05-05
f7107448-fd70-44fa-bc88-1078c87ec756,15,9,91.67,2024-04-25
e8bfa6b9-0adc-4538-ba95-f75013bc03fd,5,6,75.88,2024-03-30
ea972481-9c70-49b7-9655-f36a8c831800,95,5,17.85,2024-01-02
b117b82b-ce1e-4f05-aa4b-640a442d0cc8,46,5,19.47,2024-01-08
c602adfb-f484-4bde-b5ee-e48a4b1183fd,12,8,38.63,2024-03-26
7da8214c-01db-468c-99a5-6ed98add02d6,10,5,49.85,2024-07-12
f7776143-624a-438e-9f9e-8a3de54eb9c7,81,13,57.97,2024-06-08
ef890c48-6274-484d-83c7-e2c51b5169a5,31,12,79.45,2024-03-01
ba0b3be7-7634-4192-be07-2750e5f92bad,91,1,74.15,2024-02-07
db21ed31-4214-46bf-b890-fb1dd07289a5,8,4,50.41,2024-02-19
5daaec66-e556-4c65-a483-f3516e094ef2,85,5,77.03,2024-04-17
12eafc42-7000-405e-b4d8-f9d0f6a44001,99,6,29.02,2024-02-26
7f20eed9-7a89-4710-84ec-5dc0ebc4e02d,46,9,69.15,2024-03-03
d192bb71-ab79-4a29-8cb5-771b551ca7b6,93,8,47.81,2024-03-06
12c1b514-e7f6-43c2-8f80-ca86d3eb3968,50,3,79.34,2024-07-18
4ffd09be-da6f-475f-b6e3-846575e95bf3,12,8,23.62,2024-05-01
b75dd178-14f7-483f-8782-ed1c4cf3387d,93,4,35.54,2024-03-12
67c9cca6-9701-4b34-b7e5-4dd5c9bcb8d2,20,3,59.07,2024-06-04
f6407053-7682-4401-bfd2-f7b5a5598ef4,71,16,94.42,2024-05-04
f6ce116c-1323-48bc-afd2-03c98403aa6d,37,9,44.2,2024-07-27
fb029218-4d32-46fe-b641-6666dc99c94d,86,17,34.66,2024-06-13
f0169934-1d45-4d6c-ac95-62011d3f5d9f,31,5,86.46,2024-06-21
74b8ff4e-a3a8-4a99-9dbc-1a9b17675e84,12,1,81.25,2024-02-14
63153055-37e1-4bbc-b593-cc21d4e75d05,72,18,40.97,2024-07-10
80c8c4e4-91ec-49dc-933c-ab3fc616bc8f,90,10,38.02,2024-04-20
8e90cc99-723b-4e79-beab-7e97cf84b076,56,16,73.25,2024-06-14
966e9fa4-ba38-49e6-907e-3f9ec39e9927,66,4,64.88,2024-06-02
98a0baff-b71f-4045-81f5-8d0709411c5e,75,17,19.11,2024-02-25
5d36c512-78a8-441f-924f-fe050af5f06f,16,2,44.24,2024-07-01
ddaf5d30-8fc7-4c9a-820b-484dce3c2588,42,1,47.55,2024-07-12
a21bec44-b00d-409a-9bfd-ee5e4c1fe8e2,17,10,21.15,2024-03-26
c948d4d5-2ad5-445d-8efc-24b6fc3d6e87,73,3,11.27,2024-03-27
4af79c06-272c-41d7-918b-6fd2bf11d94a,1,10,85.99,2024-02-02
05261e7f-a447-4ea1-8c02-befccb17032c,58,2,54.34,2024-07-27
9c46802e-819a-4f94-af4d-8da2f741faad,19,15,42.11,2024-07-22
71e15c75-4f0c-4665-a851-a5bf93e8b823,31,2,64.09,2024-07-22
48e47219-891c-4778-b8c1-407337ce6f4f,17,2,22.95,2024-07-26
9050d308-b0d0-4d0f-826a-6dd46064cb05,7,4,62.04,2024-01-28
2c494f43-7e83-40f4-9398-1a58c98177e1,11,11,8.07,2024-05-07
61d82909-57e3-4bef-8b83-23683bd4919c,51,14,56.9,2024-06-27
75813ee5-b492-4935-bd7a-28077f4cc1ce,50,18,68.08,2024-05-10
adcc0fe0-eb2f-4848-9b83-ae78939962e8,60,18,97.91,2024-06-06
d0161377-a859-4880-a4bf-0db99a3b3b3b,35,5,47.44,2024-06-26
e66f3484-abe0-492b-a99b-4184f253f0a9,74,1,97.99,2024-05-14
e8df8b5f-7fa2-4782-84e5-b2b92ab9770e,35,10,90.6,2024-01-30
131f9336-537e-494c-aab2-7342a4a79c42,40,10,87.38,2024-03-26
b09aa953-b3e6-4945-94fa-1ef4a9fc55bd,91,19,11.84,2024-01-05
aa571839-0cc0-4dcb-9f58-335e5cca140f,79,11,21.32,2024-07-10
4d5f030f-8ff6-413a-b7f1-d00d983a8772,60,4,19.01,2024-06-18
b9d4fb1f-d049-4e8c-a043-d26211bca4cd,91,6,66.86,2024-06-12
63303ab8-c47d-480f-8936-1e9e74200c5c,91,19,19.89,2024-05-29
499e9875-a900-4a6f-bd41-f6359c913908,22,1,9.36,2024-02-25
b4316005-55b6-4edd-812e-0c51e9bc3d88,27,9,65.85,2024-02-05
91cebe3e-3926-427e-beb7-4ae644cb30d5,1,7,94.41,2024-02-27
ae86b8a4-9de4-4881-ab4d-117b58ec9fec,63,6,12.68,2024-01-10
a888be5a-6dca-47a8-9802-1d68d075f911,70,10,97.48,2024-06-09
665f0838-1666-447b-ba0f-2c5fc0bd2cd0,71,3,30.84,2024-02-02
0dc7b27a-3cae-4165-a480-ee619259d641,28,6,89.19,2024-04-02
ae68f9d6-da29-4eb6-a5e7-e7d949a09a3a,15,15,57.54,2024-01-02
2cee6a15-cec2-48ea-b5f3-8c7198f92948,36,18,9.47,2024-07-10
fc1d4bb2-b3c8-4241-ae65-2db175c7784a,20,16,21.18,2024-04-20
d0194bea-4981-4990-adb4-f9ef64db3623,21,15,16.26,2024-06-06
e3803688-9c2e-4ce2-9f23-eb08b0f20b94,12,14,35.11,2024-05-19
407515b7-cb98-4461-a56a-778a637ebbd8,59,12,35.52,2024-05-30
8229a625-fa7e-4716-af9a-0400ccf3024f,31,7,73.86,2024-04-03
9a7b9e7b-0725-4283-9023-ebe15c143b44,77,1,19.43,2024-03-08
2edb2220-9dc7-4de8-af61-3b9fad852f81,78,13,94.75,2024-04-06
c711f40b-3d05-4e6b-becc-bcd2c1b512c9,84,15,94.89,2024-03-29
ea994874-9b3b-4ce2-a9b3-da3d4b1fadff,1,17,54.95,2024-04-19
a10b969a-4e17-4414-ab74-67c93fa76dc6,76,17,27.06,2024-05-24
a08ebd75-c1ee-4ef1-9b04-95f94e8768fc,89,10,75.58,2024-01-25
d6c63332-721f-46c9-92a2-1b130b59c144,86,11,82.75,2024-04-26
a66fc3ae-5511-4af0-ab23-d3cef012c36b,68,14,20.26,2024-05-16
d7f3044b-adbc-4bf8-a2c5-635b201d8326,78,12,10.34,2024-01-08
6454abc0-67d2-423f-acb6-caf74f710737,45,6,44.63,2024-07-14
aed3e941-e1ac-4dce-8808-82dd88a9154f,89,14,76.12,2024-04-14
f6db5f65-42de-4707-8a7e-67eb1ef8b36c,89,11,61.94,2024-04-20
dc35e5d2-702c-45e5-a890-56eeaa960064,49,9,69.51,2024-03-04
17de2b95-2a2a-41ac-9c67-c9f4635235c6,71,5,91.5,2024-03-30
3ff30552-6950-4419-952e-1ee7330169dd,33,17,91.38,2024-01-26
f135dbad-ce20-4693-b5f8-1d976042cc49,37,7,91.11,2024-06-25
dcec0b8c-2c24-43d0-8943-3357e8721542,72,9,39.04,2024-03-12
d0137d0e-0090-4d8f-84c7-d8e27ec29b07,71,19,58.78,2024-06-08
4d944a81-056c-409c-b207-5c48874812bf,52,11,22.81,2024-07-04
8215b8f1-8993-4f90-9a4b-c0e3570fc448,66,7,80.37,2024-07-27
adb02b7e-0139-4a1c-a9aa-1d9ed82be3fe,88,7,18.14,2024-06-23
5045629e-e181-4d78-bd71-879acaf7d19a,40,6,73.43,2024-01-14
36970b6d-75ba-4b01-aea2-7f34d8ae4956,21,2,28.98,2024-04-19
c00c0e17-f6ff-4a5a-bd60-1bbafd6827f9,35,19,33.66,2024-06-11
1b55c674-ec0e-4e93-ad0a-a026a5a2fa2e,30,16,61.11,2024-02-11
1e84fdd4-38f4-4020-bab4-5287c9c6d0e4,14,12,48.08,2024-02-21
315145da-18d7-4166-9559-3ee6f478767d,14,4,98.49,2024-07-05
5c9dd1ac-cc75-475f-b991-b7f20bf92faf,33,11,79.37,2024-04-23
c2a38276-cde2-4b82-abdd-f08014360fed,100,19,85.63,2024-03-16
00ec8214-ede3-4669-88dc-1de1e1e252cc,2,5,89.33,2024-05-02
28372e28-98b5-42ab-88d7-749ee58e5135,33,5,57.6,2024-05-05
4e4c5ba1-6a26-4fa7-a05d-0e15ee39a2db,83,6,33.43,2024-03-21
b75c3620-74f7-4d86-ad43-443daa8898ff,40,19,89.87,2024-02-01
37d17d34-a1cb-4973-b2a8-a42e6d2cc052,95,6,67.16,2024-07-15
de5807ed-e52a-4a2a-957f-f3ac4cf46cf3,72,17,67.48,2024-03-10
18e0b458-2920-4b71-bdf9-8254419c9328,51,6,85.28,2024-02-06
cb2412ed-6951-40cc-9e81-e5a95a44284d,64,7,64.09,2024-04-08
b449b112-c8f8-402c-ae0f-85a1ff953290,74,7,86.7,2024-04-27
ed1177cc-4db6-4c94-a090-f099d6e5276b,5,6,50.07,2024-06-18
4fedc11a-1474-4731-9d8e-81b2d3cef0f8,41,6,91.57,2024-03-09
54c83b43-54dc-4bee-bef1-d2b268d72add,53,11,53.69,2024-04-29
9a93bbc0-1ab9-4e47-839d-b2323c8395eb,34,10,66.08,2024-01-28
6c8e3e1b-0685-47aa-b365-2d76d36fc807,39,17,11.11,2024-01-09
b76c9d36-8eff-4aff-8d6c-4954226b92d2,46,4,97.82,2024-06-19
3ba99b2f-ef4e-4397-9a41-6c42362c9bc5,10,16,21.67,2024-01-08
5f5df78e-25d7-4314-9624-629b240b64ee,36,1,42.83,2024-02-21
7c77d941-ce8c-43b7-826c-04da67854a40,71,18,57.25,2024-05-03
fd0505be-8bb9-42d2-a4cf-61fe22aa9c8e,67,8,93.83,2024-03-01
95c5b59a-b4cd-4bfa-87a1-3859a192d4a0,15,4,57.46,2024-04-07
4b442d62-96c8-4ebb-ac30-53e8b82533db,46,13,18.38,2024-01-21
641bd8ac-a033-4b3c-a2cc-0cef6ac233b4,98,13,70.36,2024-03-13
31a94b5d-1304-44de-a8fd-7c9b563f7360,80,18,12.21,2024-02-03
230bf3b8-5ace-49bf-957a-a484a5e0e988,97,18,6.99,2024-07-26
e8327f6d-15a9-4e5d-ba33-f88b751b0e76,64,4,28.12,2024-01-15
57949d81-dda8-454c-88bc-eecb93e0191d,34,9,21.52,2024-02-06
e45a54ec-1fed-406c-9dab-c154b417a571,27,18,89.43,2024-07-16
94378ba2-d85e-4a03-924e-a243c0d69912,92,4,59.42,2024-02-11
fe804e64-f74a-4f4a-9acf-7a20f353330b,12,11,9.07,2024-07-16
e5b4a046-7c30-47ca-a173-f4f28888affa,89,17,18.16,2024-01-26
022ab001-b34e-4ea1-b82d-d1887cd4e142,59,9,36.3,2024-05-27
60011f9f-3d6c-4db2-88c8-ee7d3517574e,51,5,93.02,2024-03-28
367dd9a6-7f85-4961-b4df-643a9d05587e,34,1,56.92,2024-01-11
17d07f82-242c-497f-9486-2861fb98f474,67,7,30.18,2024-01-09
9ca337c5-8f06-4e29-9ed2-ff6364c2b0ac,63,10,61.91,2024-06-25
36deab73-7a7c-445c-b83b-2980b8f2c7c7,60,6,79.29,2024-07-22
018d6000-e5a5-4a64-87fc-86bb826054aa,94,18,6.31,2024-04-05
fdbe2744-e374-4f48-bf2b-723f12904b53,90,13,57.97,2024-07-08
d88fb5a7-596e-4128-a30a-af1ca872971b,100,16,35.76,2024-01-12
bc578ead-a1b5-4b67-a728-3dd8f3cc3a97,76,19,79.32,2024-07-16
6d5422ff-6dfe-41d8-8c0c-20a8ee030857,82,9,18.05,2024-03-27
97456bb4-91e5-44c3-bc98-abb825f863c8,18,6,20.36,2024-04-17
5d64da45-0430-4f10-aadd-9b8e5fe3ce4e,1,8,55.75,2024-07-14
379cc56c-178b-4014-8104-7ed52646f2c9,80,11,19.91,2024-03-17
d56809aa-c1c4-492a-aa5f-b2084b79dbf7,53,7,72.72,2024-02-28
304162d8-65ca-4f50-81d7-fc7b88ffdc7c,72,18,32.89,2024-07-03
e362683e-cbd4-47d9-89b6-745e443a45f4,51,19,40.2,2024-06-30
d7988775-7066-41ad-98ca-431482b282f4,87,16,41.0,2024-04-24
ae6b2a4b-8066-4f10-870d-92b9ee6034da,7,11,92.63,2024-06-27
7e4e38e2-3cf6-4ff0-8c57-0fe563b7e6b4,15,10,38.94,2024-07-06
ca390b13-7446-421d-b598-d391b7b33949,7,17,8.39,2024-05-19
8139a585-3e77-4b4c-abc4-0f5de8c5c127,82,1,21.04,2024-03-31
671ac272-4829-4f53-9854-eaf04b2dd659,64,16,21.11,2024-02-18
bd111a4b-9ba2-46ec-808c-b23280460406,89,9,35.77,2024-07-10
760da85d-2589-4f68-949e-e0d9ea4215bc,93,15,75.09,2024-05-24
65d0cbd5-cf85-44c0-9ec1-a4b2ef1a1ce3,46,14,20.06,2024-01-19
fa98b517-3539-4473-8b15-c0b78f207e80,68,8,22.54,2024-02-26
895a6a64-fbf6-4c1a-acc4-20392a29faf0,6,17,43.97,2024-07-24
3ee79c26-f62d-42a2-819a-826db8d25f89,57,6,26.57,2024-03-14
0560b8a3-a759-4047-b783-5b9f28112362,81,11,50.79,2024-04-22
5723a008-ae16-4b1e-8b51-a34631548ff3,37,10,49.29,2024-06-22
0c6b7630-89ee-4e57-bda1-20d6d39c4ce7,53,4,51.44,2024-05-28
2d0ecf05-c1fb-45c3-8a7e-88e517e27d6f,90,7,10.26,2024-04-14
4f182dc3-fe68-4631-b890-c853b83bd7d7,88,13,5.08,2024-05-13
9b7620c0-4073-4363-af2b-e6c7b969dfa5,64,15,68.76,2024-01-17
aec648f6-642b-46bd-b52d-e9981113cc63,6,19,61.18,2024-03-08
03b86c95-04ee-4f4e-a399-79a080f9e03b,51,13,87.51,2024-04-18
1fed5259-84ed-4000-9165-91885d7209d5,80,10,6.48,2024-05-31
eab2bed6-8003-40f7-9f56-418226e8ded9,85,2,5.84,2024-03-27
5560a164-2cb8-4056-aabf-ae2e9f549453,40,13,90.54,2024-03-11
24dc81e3-a585-4ae2-acd8-f6f20c5f47d9,74,9,75.46,2024-02-03
79347ebb-ce75-4785-a3b9-2e335c9f8ebd,46,19,62.12,2024-04-09
367b36a6-9758-49dc-90fe-1faad3ae9f41,84,19,16.67,2024-07-27
f1ffe2f9-fc31-4a60-a707-ed4696012161,46,4,98.15,2024-01-10
5920c754-455c-4e8a-84be-f962916c02a7,91,2,65.23,2024-03-29
d30eff07-7273-44a9-a4ff-09f11fc8c0a4,25,8,71.46,2024-02-23
ab7e4140-b4b4-4c14-a45e-32480d85f2aa,21,5,33.34,2024-03-14
03b61940-4e37-4417-9846-0cfa11c6fd3b,37,2,89.22,2024-07-07
1b71fd64-a0ee-4e06-988a-1b138b8245c2,90,10,15.11,2024-06-06
1f1c7c66-56ef-486f-8fbb-f18b6d81299b,57,7,68.59,2024-05-07
59a9b9ac-6159-450d-a292-5671bbae1618,1,5,54.48,2024-01-07
2bc6f0e1-d6b2-4362-a520-240c69da1866,97,4,27.54,2024-07-17
34261c15-fc83-4528-b172-056af664d44f,39,7,90.14,2024-07-25
d87d929f-0f7a-45b5-b8cf-7cb3cb6dec3e,17,18,49.42,2024-06-29
d0b782ec-fa53-490b-bb49-72760aafdf81,72,16,33.62,2024-05-07
f4f663a9-1534-44c1-842c-ecf868300a34,37,14,55.89,2024-05-07
6853e068-b195-42a5-988d-41f612f3c3ea,91,13,21.41,2024-03-31
6642677b-bd45-4504-808e-ceeac26ad78e,92,7,21.01,2024-02-16
cbe6c341-085e-401e-9d40-be0dac558ada,71,7,38.8,2024-04-15
2fae0c90-ddfd-4da4-9ad8-f6776743d2e0,35,18,56.16,2024-07-16
38125812-df39-441e-8f5f-bbf979f92ebc,76,1,95.3,2024-03-12
42f988be-23ba-49ee-9590-a2b005b39155,67,1,16.7,2024-03-27
66c1700f-178c-448f-87c3-2476a9dfe1e9,51,11,27.31,2024-01-16
3cce4f4a-c1e7-47d0-9552-ac647e92fb24,74,11,94.46,2024-03-12
bd5952e5-190b-45f4-8172-4b8e1048903f,4,15,68.77,2024-03-26
214190ca-824c-4445-a2f9-a0155f94b3c5,71,11,67.73,2024-01-10
edf15287-0e89-4c45-86b6-b9de81bad304,98,9,48.69,2024-04-16
e4ba4fc6-90ad-4cc7-839e-bc5a546e81a5,10,8,5.92,2024-05-25
31732c2d-06b0-4290-9db9-2dc2f92df07d,68,12,74.59,2024-06-03
a2b63175-c2e6-4662-a52c-fb0aeb33f4d2,38,4,22.84,2024-07-20
d13e1fdb-edb4-458e-bbf2-84e97ebf6be4,78,9,49.11,2024-02-24
cee152fc-14d1-4cbb-817d-b68682b9a5bc,7,5,27.89,2024-01-06
9aafd0d6-f2a8-42e0-9598-c8456ef6805f,34,9,6.29,2024-04-02
049fb5ac-c677-42bb-a58b-1dcf7ce98145,15,17,21.19,2024-04-06
29711b09-de57-4a3f-b82f-5774c3ff3f5b,28,13,59.82,2024-03-15
1dc92ffb-5614-4252-957d-7a363e227183,23,18,58.95,2024-03-26
7f8f7c7a-4616-4309-ad42-4a616d35ae7d,99,12,84.32,2024-07-13
b6ce4c8d-3e32-41a9-a32f-4dce0c22b888,16,5,14.37,2024-05-01
12ddacfb-cd5e-4c2f-9929-e545f3d4a175,26,13,66.39,2024-01-12
ebf61354-fe88-4440-8807-3ce57cc0c191,74,9,63.78,2024-06-25
415392e0-ffad-4381-bd17-62abe06a08b3,80,11,94.27,2024-02-23
790764ce-3800-4ca2-bd4d-b4df0b493695,21,19,72.52,2024-03-10
7ff411ea-544d-4b88-9fbd-4846f82342ea,54,13,21.12,2024-06-22
679eb3ae-e026-4778-846f-e4b8640183c9,73,13,63.49,2024-06-17
04c16cf7-2748-4724-a3b3-6bd39302c80c,15,12,53.8,2024-07-12
ec200345-9124-4ef9-ba51-ba669c9e9200,69,11,65.76,2024-03-08
7c553b35-0b0d-46b3-be22-18ac15806b82,68,4,42.23,2024-04-30
10323afa-ca4b-416e-a6ba-3e91f34d25bc,91,11,62.64,2024-02-13
f60c7cf6-6732-48b8-ad2d-6f16a4845fb8,55,5,19.39,2024-05-08
291a767f-9115-4846-a6d8-cfe5de895b71,54,17,98.51,2024-03-03
8e5a0852-ef8a-4888-b7dc-680bac76ff73,34,19,77.69,2024-06-14
433406b7-1b47-4c92-91d4-2627c4635dd3,79,15,33.02,2024-01-24
f194dbe3-9df5-4320-b081-100ea88888ac,79,11,15.01,2024-06-25
6ebb7ef3-0997-48e8-8b20-bd45e29ccd69,43,6,41.26,2024-07-15
e8a6dd09-9eb8-4871-93f7-c53bdf7e746e,27,19,46.39,2024-05-16
0ff15403-28f0-4413-b58e-37174ad2b2c2,93,19,76.63,2024-04-09
a24f4a3d-8135-4ee6-b025-fbf5c489cbd0,17,13,16.98,2024-03-27
6ff2ed5f-aa62-477e-9047-feb756ccba8a,75,1,31.86,2024-01-01
92dae207-3931-4ab8-9d20-6a5cea5095aa,21,7,41.59,2024-04-24
a0b76a19-fca2-4737-b7a2-f9f7d6a017cd,93,15,95.57,2024-01-20
eee150da-fc40-4936-9fa0-2bdbd1e5e9df,73,4,86.29,2024-03-12
8d0c2cfb-5b3b-4cbe-89cb-8a279113a783,96,10,22.41,2024-02-09
b86d5a99-6ca4-4fc6-a9e9-d8c383593584,95,3,94.44,2024-07-03
d92cc976-fb62-438f-a8df-2ae08376a5d6,36,13,55.83,2024-01-21
bbb6e41f-24b1-4d92-95a0-e8284cb3618d,83,6,58.95,2024-03-28
bdc65a76-60f2-43d6-bd4d-14e5ee151688,4,11,88.15,2024-04-03
27740695-16a4-476b-91d4-1c84c5bb322f,13,6,75.37,2024-03-30
20f264c5-2cc2-4d85-b296-b26c55db360c,86,19,56.3,2024-03-11
091a3bf9-bec0-4540-8e79-12885715ba72,60,1,95.98,2024-05-23
410a9cae-9661-482b-adfe-ac00eb502d07,41,12,52.05,2024-05-26
56b5ca00-0758-4ae7-912b-3b7be56fa5ed,23,5,94.14,2024-07-03
11b54a39-b72a-4295-ba6f-122bac651b6b,55,4,41.06,2024-07-20
9405a078-91fb-4453-a9cf-00fb016710d7,8,6,6.87,2024-01-03
07597c10-4a4a-4b75-9e26-2c2c6af5b42b,51,6,90.06,2024-03-23
dce0f601-4406-4ea6-bbd8-47ffd43b5bee,54,8,58.23,2024-06-30
281c6932-410f-4409-810e-1e2042f301c5,78,10,7.02,2024-02-07
03f6728c-de14-448d-b09b-8d0777591a6f,44,16,77.88,2024-01-17
cb293aa0-6886-48be-ac7c-ac2ffba80d77,88,1,78.38,2024-06-01
740f9463-8e35-4443-ae4e-141fd2ec8bc5,20,9,35.44,2024-05-17
034ce0c2-5fa5-487b-9e17-5957a7a8d66b,10,2,94.38,2024-05-01
7868b214-a850-452e-b396-bcb7839abb27,11,10,14.3,2024-06-18
9a7523fe-9974-46b7-ae0f-13b4c4c3a319,22,9,73.88,2024-05-01
68536146-382c-46eb-bd96-b4b4fe6e6cec,74,12,29.57,2024-05-23
9a13859b-bbad-471e-b33e-7c411bbbba0c,77,4,24.92,2024-04-20
6d84e827-08a4-4744-9360-93dcee012e76,85,12,35.99,2024-04-17
78fa1d33-7f68-460d-9e00-090890af1335,23,17,7.0,2024-04-23
a230a825-36b1-4ca3-b516-0c1fbdaa6209,85,1,94.05,2024-05-27
9e921b5c-b42b-4885-8800-326955fed9b6,48,1,68.09,2024-06-04
82100241-6f91-4239-9d1b-2dde1a8cfeb2,9,10,16.86,2024-07-26
795989e5-ad66-4d1f-baa8-c9349f2dc157,72,16,70.34,2024-05-14
28799e94-cd5f-4fbc-a802-79e6c1cc699c,29,9,90.07,2024-05-23
0a0a99a7-9709-406a-8042-b40a7bdb4d79,91,4,33.41,2024-04-14
7bb754fa-bb06-4231-9f0f-a1817bebdf86,95,3,7.28,2024-01-01
9bf76687-1514-4fce-8c3f-6d8689bd5753,61,8,43.05,2024-01-30
15da251f-7dc8-404c-b0b5-12c8a8555dc8,22,1,59.81,2024-07-21
97c7b995-a477-4715-b2ac-c52639e94922,73,11,7.71,2024-07-20
54b185f1-e98f-47b3-9024-92b4df447e1d,64,14,93.99,2024-02-26
715d20fc-42be-4c2a-86fd-56f90c1ce1ee,10,8,71.93,2024-06-07
78847ce4-a372-40a8-9fc1-5c2f45866ec7,55,13,86.46,2024-02-24
6d965c88-6337-4846-b9f8-f6695af1654b,82,6,15.78,2024-06-08
447da774-c4b6-4f1b-9ddb-fca77f0d3bee,21,2,63.94,2024-06-25
2a30705d-e51c-4f22-8a4c-f947616a37c5,78,11,73.46,2024-05-29
c77abeac-03a2-4cc9-a3ca-7a7b241fc2fc,26,15,77.26,2024-06-19
e4b96353-764c-4ad4-ad4e-4a29a00c3d47,7,16,41.84,2024-07-11
73ce2508-0340-4bd0-9e8a-7140016e8a42,4,19,58.5,2024-04-14
7ee58903-0e39-4707-83cb-7febc14479dd,27,4,34.91,2024-04-18
209c89cb-22d6-4795-8ccc-87bd35ebee5b,59,11,46.32,2024-01-24
ab85ec9d-a700-4f18-832f-2e392a20a513,48,14,7.88,2024-03-29
a67cd769-d332-49a4-b41f-5fc2308bb422,8,9,45.75,2024-06-08
3c953f73-2e70-486e-8f31-e117b9e01e3b,73,8,26.6,2024-07-25
77ad19e8-9ab5-4c49-b604-5757d0479c16,21,19,16.14,2024-04-28
e2e994bf-33d8-43ad-aa1d-f5cbd3a29a5c,6,17,28.96,2024-07-24
20861ac9-f5a5-45a2-b8f4-7350c6a6fd42,67,6,79.02,2024-01-28
418a6d74-c908-4b32-b1bd-21cede96af31,83,9,70.53,2024-06-04
520a8950-8c0c-490b-965b-153ca9de6258,96,13,33.99,2024-02-08
1032b1db-c17a-42ba-8842-7b076bcd7579,69,8,43.43,2024-02-18
5ca4474a-bc62-45a9-8a56-4a7adb71908b,90,10,7.84,2024-05-02
a0de79af-a98c-470e-9469-1f41413086d1,95,6,85.09,2024-05-31
7fd34b6f-9216-4d61-954e-412a0ab8aa74,3,18,53.39,2024-06-26
211769c9-f4da-490f-a387-89345fb76ebd,89,2,69.63,2024-07-23
e4146399-ced4-4dbe-956b-bef914696466,55,11,58.33,2024-05-23
5feed926-e340-4040-8dfd-1a606ed3c9fa,33,5,28.65,2024-02-25
9f138bf7-52d7-4c0a-848e-9f465905d21c,28,19,62.72,2024-05-05
448ed853-9a71-4d01-bc84-3620d9691858,22,19,41.21,2024-07-01
496d7297-c1b3-491e-afb1-c220c651747b,38,18,17.53,2024-01-29
6cbcc0d7-ffa5-4a8a-8c7a-30eb1fa91875,40,14,66.53,2024-07-05
d66b64be-a045-45e1-a47d-c83f1b90f88e,41,11,29.36,2024-04-13
cecc57d3-2d83-4ff6-85fe-4e9386ada41c,97,10,12.08,2024-03-04
33fa35dc-1c30-4ad6-9992-6e7cb13d9c23,70,17,87.03,2024-03-05
11f4f376-f606-4934-8064-5206e96a0a98,25,16,34.66,2024-07-24
6e396fc6-5644-4f66-b951-1a97c4cec319,64,15,44.98,2024-03-03
9795f728-ae75-4889-90b4-a55270c88abc,89,16,92.1,2024-04-10
71a45efc-c144-4297-b64b-5f07868ef550,85,7,51.02,2024-03-06
b1d248c8-b67e-4267-a237-fd160cb02457,30,15,81.06,2024-07-24
769169b6-0a2f-4b00-bb80-bef2a9961068,75,10,5.23,2024-01-05
ecd847a5-fcb4-49b5-b448-46b3784456ac,48,11,85.19,2024-04-12
1b8f2529-e2e8-446c-821d-5193d91bc766,35,10,32.46,2024-01-09
1a8e870a-87bc-4fc4-8c78-a745ae45e815,83,16,97.96,2024-06-22
61987cda-4877-47a4-8766-9bdfb0367b08,83,11,81.47,2024-05-19
1011e670-e315-4d99-af44-8a33a67b224e,63,1,87.67,2024-02-29
0f8ab98f-e9d7-434c-ba19-94f66d2ba1f2,29,16,46.71,2024-01-24
53ba881d-b5eb-4a65-bec9-d446fcf7c471,57,4,15.67,2024-05-31
79cab7ac-482f-4dd7-89eb-da73a0f6c30c,52,12,52.18,2024-02-23
c8bd5e31-614b-4062-a82c-9efe787e42c1,75,2,39.41,2024-02-02
